0,361
0,032
0,009
-0,005
0,000
0,026
9,327
-0,005
0,000
0,000
0,000
0,000
-0,685
0,000
0,029
-13,465
-0,100
0,000
-0,143
0,000
0,000
0,000
0,000
-0,111
1,704
0,000
0,030
0,000
0,000
-0,038
0,000
0,001
0,001
-16,048
0,000
0,000
0,000
0,000
0,000
-0,017
0,000
0,052
0,000
0,002
0,000
0,000
0,000
-0,020
0,000
-0,077
-0,083
0,003
0,000
0,116
-0,001
0,000
0,000
-1,505
0,000
0,023
-0,001
0,000
0,000
0,000
0,000
-0,001
1,033
0,000
0,000
0,002
-37,994
0,000
0,000
-0,001
0,000
0,000
0,000
1,390
0,000
0,000
0,000
-0,556
0,000
0,000
0,000
-0,002
0,149
0,000
0,000
0,001
-0,001
0,102
0,000
0,000
-0,158
-0,001
0,000
-0,002
-0,007
0,000
-0,923
-0,001
0,046
0,000
0,000
0,000
0,007
0,003
0,055
0,000
-0,001
-0,076
0,005
0,016
0,000
-0,112
0,000
0,000
0,009
0,000
-0,073
0,002
0,000
0,000
0,000
-0,003
0,576
0,000
0,001
0,042
0,000
0,000
-0,002
-0,001
0,000
0,000
0,039
-0,143
0,004
-0,006
0,000
0,000
0,000
0,000
0,000
-0,002
0,002
0,000
0,000
0,000
0,000
0,002
0,000
-0,043
0,000
0,010
0,000
0,001
0,000
-0,010
0,000
0,000
0,000
0,002
0,000
0,000
0,000
0,011
0,000
0,000
0,000
0,000
-0,001
0,016
0,000
0,000
5,007
-0,007
0,000
0,000
-0,001
0,000
0,561
0,000
0,000
-0,016
0,000
0,000
0,000
0,003
-0,002
0,216
0,000
0,000
0,004
-0,279
-0,001
0,000
-0,002
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,019
-0,023
0,001
0,000
-0,096
-0,001
0,000
0,000
-0,034
-0,189
0,000
-0,001
0,000
0,000
0,000
0,000
0,000
0,030
0,000
-0,015
0,000
0,000
0,000
0,006
0,000
0,000
0,000
-0,001
-0,023
-0,099
-0,001
0,000
0,000
0,000
0,000
-0,003
0,000
0,000
-0,041
0,000
0,000
-1,040
0,000
0,000
0,000
0,000
0,000
0,000
0,013
-0,003
0,000
0,000
0,000
0,003
0,000
0,001
0,000
0,000
0,000
-0,002
0,004
0,143
0,055
1,248
0,000
0,000
-0,001
0,000
0,000
0,000
0,000
0,000
-0,051
0,000
-0,032
-0,015
0,000
0,000
0,000
-0,003
0,000
0,000
0,003
0,563
0,000
0,000
0,000
0,000
0,000
0,000
-0,001
0,000
0,000
0,000
0,000
-0,036
0,000
0,000
-0,001
0,001
-1,184
0,000
0,000
-0,091
0,010
-0,005
0,000
0,131
0,000
-0,001
0,000
0,000
0,000
-0,292
0,001
0,000
0,000
0,000
0,000
0,000
0,000
-0,001
-0,452
-0,009
0,002
0,000
0,000
0,000
0,009
0,000
0,000
0,000
-0,011
-0,014
0,000
0,000
0,000
-0,002
0,766
0,000
-0,005
0,000
0,001
0,000
0,000
0,000
0,088
0,000
0,006
-0,008
0,000
0,000
0,000
0,000
-0,538
0,007
0,003
-0,113
-0,003
0,000
0,203
0,000
0,000
0,000
0,180
-0,069
0,000
0,001
-0,021
0,000
0,046
0,000
0,000
0,000
0,016
-0,002
-0,005
0,000
0,000
0,005
0,000
-0,002
0,000
-0,022
0,000
6,873
-0,260
0,000
-0,001
0,000
0,000
-0,063
0,000
0,198
0,000
0,000
-0,076
-0,001
-0,162
-0,238
-0,002
0,000
0,000
0,000
-0,021
0,000
0,011
0,003
0,000
-0,003
0,001
0,000
0,009
0,005
0,027
-0,004
0,000
0,000
-1,503
-0,011
-0,068
0,004
0,000
0,000
0,000
0,020
0,000
0,003
-0,008
-0,222
0,000
0,000
0,000
-0,006
0,000
0,003
0,000
0,000
0,000
0,000
0,140
0,000
0,000
-0,007
-0,027
-0,004
0,000
0,000
0,000
0,000
0,002
0,000
0,024
0,000
0,000
0,000
0,000
0,000
0,021
-0,001
0,000
-0,005
0,000
-0,029
0,000
-0,004
-0,010
-0,004
0,000
-0,704
0,000
0,000
0,001
-0,004
0,005
0,006
0,000
0,000
-0,202
0,000
-0,008
0,000
0,000
0,000
-0,05
